,wage,educ,educ_parent,born,state,iq,dist_to_unitown
553,933.71,8,5,1982-01-26,42,101.0,77
554,57.87,6,11,1981-09-11,21,107.0,82
555,398.73,13,15,1974-08-24,36,94.0,88
556,1653.39,18,12,1978-03-04,44,96.0,84
557,239.97,7,9,1977-07-11,1,91.0,71
558,326.59,12,9,1983-01-07,25,86.0,79
559,536.61,16,10,1975-04-22,19,104.0,80
560,499.51,15,8,1974-10-30,18,83.0,71
561,273.09,8,11,1977-02-22,29,100.0,71
562,468.57,17,14,1976-04-04,49,93.0,71
563,502.37,19,10,1982-04-28,12,97.0,97
564,600.0,10,13,1979-10-05,55,108.0,75
565,3524.88,22,14,1981-05-27,6,104.0,72
566,156.12,12,10,1979-09-20,17,116.0,80
567,2279.83,18,12,1979-03-14,6,98.0,73
568,503.45,5,10,1977-02-22,17,101.0,74
569,508.9,17,8,1981-01-18,29,71.0,92
570,679.99,13,12,1982-11-13,47,94.0,62
571,793.41,13,9,1982-02-17,24,76.0,96
572,1203.44,13,19,1979-02-21,40,71.0,79
573,405.78,7,14,1976-03-11,39,52.0,76
574,952.7,12,13,1978-10-25,48,91.0,82
575,558.13,14,9,1978-07-16,36,121.0,75
576,745.12,14,10,1983-09-17,53,96.0,78
577,331.17,13,12,1978-10-07,6,103.0,75
578,340.33,16,10,1980-04-01,48,91.0,73
579,323.48,9,9,1975-03-19,26,96.0,86
580,1444.68,13,10,1975-08-28,17,82.0,73
581,422.69,11,10,1976-04-19,48,118.0,74
582,1415.66,19,8,1975-01-14,1,93.0,87
583,443.07,16,11,1979-06-17,45,106.0,71
584,581.03,17,11,1976-04-21,6,86.0,90
585,2743.66,17,9,1975-08-02,42,115.0,75
586,796.37,13,8,1981-08-09,53,74.0,79
587,707.92,13,9,1974-05-25,17,92.0,66
588,468.44,9,13,1980-07-25,32,108.0,97
589,431.21,17,12,1983-04-07,12,107.0,81
590,394.01,13,5,1975-01-07,40,109.0,110
591,104.27,7,11,1981-08-10,37,98.0,96
592,113.45,11,11,1983-08-12,48,87.0,81
593,390.68,8,9,1977-12-20,18,113.0,92
594,544.33,15,10,1983-08-04,50,80.0,70
595,633.28,12,11,1981-03-07,26,97.0,83
596,377.97,11,3,1980-01-18,53,112.0,69
597,437.41,13,11,1978-09-13,12,127.0,81
598,474.28,12,6,1975-03-30,48,104.0,72
599,1450.52,17,9,1983-09-23,19,111.0,69
600,275.59,11,12,1974-04-13,5,119.0,77
601,292.28,10,17,1974-08-20,42,117.0,68
602,1233.0,10,8,1982-07-24,13,90.0,87
603,350.9,8,7,1976-12-04,29,107.0,65
604,797.04,14,12,1983-06-20,9,110.0,77
605,159.46,9,11,1975-07-26,39,106.0,90
606,1765.03,15,13,1975-05-11,17,117.0,74
607,1565.09,13,9,1978-10-15,53,122.0,73
608,303.98,11,12,1975-01-20,17,80.0,83
609,329.5,11,10,1983-07-12,45,111.0,82
610,193.07,7,4,1976-03-20,19,109.0,79
611,666.92,11,8,1981-09-29,9,107.0,77
612,195.15,11,8,1980-03-10,34,64.0,77
613,282.79,13,13,1978-01-01,48,106.0,74
614,125.61,7,8,1976-01-05,6,97.0,91
615,515.94,11,9,1980-01-01,45,113.0,82
616,572.33,15,12,1975-11-26,42,103.0,95
617,192.12,9,13,1980-12-28,10,90.0,86
618,451.89,15,10,1980-10-07,6,101.0,78
619,719.22,17,10,1974-07-24,37,132.0,87
620,171.18,7,7,1982-07-25,27,103.0,85
621,1110.23,25,11,1983-04-29,50,85.0,84
622,1393.28,19,11,1981-05-21,6,120.0,68
623,361.37,18,7,1975-05-20,12,101.0,86
624,166.28,10,4,1980-05-06,45,125.0,79
625,161.98,11,11,1981-01-31,51,78.0,75
626,430.46,15,9,1978-09-10,24,93.0,83
627,3280.43,15,9,1975-10-03,48,98.0,87
628,77.75,13,14,1975-06-11,1,91.0,89
629,539.5,15,17,1977-03-14,24,99.0,80
630,714.63,10,12,1977-10-28,51,111.0,73
631,286.95,14,7,1980-06-05,27,110.0,81
632,347.45,5,9,1983-04-06,26,116.0,75
633,4344.48,22,11,1975-02-26,6,101.0,79
634,629.67,16,8,1983-11-07,13,119.0,87
635,600.22,10,7,1975-03-29,48,104.0,87
636,853.45,15,8,1979-10-08,42,90.0,85
637,49.27,5,6,1977-11-01,45,102.0,82
638,2270.22,20,15,1974-10-31,17,87.0,63
639,564.03,9,10,1978-01-24,24,139.0,83
640,240.96,9,12,1982-08-04,18,76.0,78
641,255.8,9,14,1980-07-08,35,133.0,88
642,402.39,9,13,1981-09-07,36,119.0,83
643,169.39,8,6,1979-11-29,37,98.0,79
644,178.92,10,17,1975-05-26,36,90.0,78
645,106.39,7,6,1974-01-06,17,78.0,78
646,33.18,10,13,1980-08-17,20,114.0,74
647,2172.93,25,14,1982-02-22,39,90.0,88
648,332.27,10,11,1977-11-03,12,90.0,86
649,151.16,7,6,1982-03-06,47,125.0,97
650,120.62,8,5,1976-04-20,29,111.0,64
651,408.78,13,15,1974-02-21,17,81.0,79
652,197.84,10,4,1976-06-06,29,106.0,71
653,205.88,7,13,1980-08-26,17,101.0,74
654,4407.64,19,9,1982-01-07,55,100.0,72
655,731.33,13,13,1983-11-17,13,113.0,80
656,466.73,17,8,1976-09-02,11,97.0,73
657,175.8,9,13,1974-04-12,26,98.0,82
658,143.39,7,14,1981-01-11,47,83.0,79
659,212.36,13,13,1976-02-18,4,98.0,86
660,855.69,15,14,1975-02-13,49,117.0,72
661,582.07,12,13,1977-02-03,17,101.0,68
662,911.98,14,13,1978-10-16,27,90.0,75
663,347.72,7,10,1974-08-31,27,81.0,89
664,272.77,11,20,1975-01-25,36,96.0,83
665,1344.94,10,7,1980-11-29,6,102.0,70
666,436.22,10,7,1981-10-08,29,92.0,91
667,881.55,13,4,1976-10-30,40,92.0,86
668,1347.01,16,13,1976-01-18,47,85.0,78
669,176.62,11,14,1978-06-26,39,101.0,96
670,1281.25,16,8,1983-10-01,1,106.0,55
671,380.96,9,13,1978-12-18,19,73.0,94
672,1597.13,22,10,1978-05-24,41,76.0,90
673,742.08,14,14,1982-03-09,6,98.0,81
674,148.72,6,9,1976-04-10,12,88.0,85
675,2030.56,19,15,1983-06-09,55,98.0,91
676,2349.08,19,11,1979-02-06,41,120.0,82
677,799.55,17,11,1982-01-27,40,86.0,88
678,730.86,10,10,1982-11-09,12,103.0,83
679,789.2,13,13,1983-02-12,1,83.0,83
680,701.65,13,13,1979-01-06,42,104.0,72
681,359.75,11,11,1977-02-09,38,104.0,62
682,228.74,13,11,1979-09-29,4,113.0,74
683,298.47,11,15,1974-11-06,45,117.0,79
684,287.45,11,9,1982-03-31,38,104.0,91
685,330.57,12,16,1977-09-05,48,122.0,90
686,734.43,18,9,1978-12-03,41,104.0,70
687,2632.72,22,7,1975-01-12,15,143.0,94
688,1251.63,16,9,1975-02-28,55,108.0,87
689,82.19,10,12,1977-10-18,17,87.0,72
690,356.66,8,7,1981-12-02,42,128.0,77
691,2456.1,18,6,1979-11-13,53,116.0,94
692,648.97,13,9,1976-01-18,36,111.0,72
693,401.68,10,14,1980-08-14,23,119.0,84
694,1350.97,13,9,1983-10-09,17,105.0,82
695,977.24,12,11,1974-03-10,6,78.0,77
696,2916.64,19,10,1980-10-17,34,141.0,80
697,1197.11,13,15,1979-10-03,42,79.0,58
698,2836.51,20,12,1978-05-14,26,113.0,84
699,727.11,15,9,1979-03-24,18,76.0,89
700,625.53,10,3,1982-01-12,51,115.0,54
701,248.93,11,13,1978-10-14,39,113.0,83
702,285.53,14,12,1981-08-04,36,91.0,107
703,388.94,8,12,1982-01-24,47,108.0,79
704,429.92,16,13,1980-07-31,31,89.0,80
705,265.4,13,13,1980-02-20,47,82.0,80
706,586.14,13,6,1983-06-26,26,101.0,103
707,197.25,17,6,1978-12-29,36,106.0,82
708,82.92,6,6,1983-03-28,39,97.0,85
709,1247.24,13,9,1983-07-16,42,89.0,71
710,925.31,13,6,1977-10-05,48,80.0,62
711,169.38,13,12,1983-07-08,31,97.0,98
712,495.05,15,14,1976-11-30,17,104.0,87
713,269.64,12,7,1982-07-31,42,126.0,89
714,1644.01,17,12,1981-06-16,12,104.0,101
715,285.29,16,8,1974-05-14,36,96.0,89
716,497.53,11,7,1978-08-10,53,125.0,78
717,610.56,8,10,1974-06-30,17,83.0,80
718,2140.6,18,6,1981-11-17,47,110.0,109
719,125.48,9,11,1979-10-26,45,116.0,82
720,389.9,12,8,1976-04-18,21,103.0,82
721,379.19,15,8,1978-09-21,55,108.0,74
722,1092.87,15,9,1981-12-16,20,90.0,86
723,194.19,14,10,1975-12-18,55,94.0,77
724,632.15,15,7,1976-05-01,6,142.0,63
725,999.79,12,17,1974-02-22,39,111.0,85
726,372.08,14,15,1982-11-14,37,112.0,76
727,560.96,16,10,1982-06-29,47,97.0,80
728,778.81,11,9,1983-09-29,36,87.0,85
729,300.65,9,6,1974-12-09,17,101.0,71
730,297.59,13,13,1980-07-25,39,78.0,85
731,685.9,10,9,1975-04-12,25,117.0,84
732,128.54,9,10,1980-03-25,29,94.0,89
733,1139.98,16,12,1982-10-22,42,112.0,67
734,281.45,10,10,1982-11-05,36,84.0,68
735,409.9,12,9,1983-04-01,42,103.0,71
736,526.09,14,14,1983-08-12,6,94.0,83
737,115.66,10,5,1974-08-14,36,96.0,80
738,3774.68,23,15,1981-07-09,6,98.0,75
739,607.79,19,11,1974-12-16,6,90.0,83
740,167.95,7,7,1974-11-13,33,100.0,91
741,152.53,11,14,1976-03-13,6,78.0,74
742,569.79,13,11,1982-01-19,32,111.0,83
743,333.81,9,6,1978-08-15,47,111.0,76
744,496.61,13,5,1975-10-27,11,114.0,83
745,89.02,10,10,1983-08-29,8,106.0,76
746,272.95,10,13,1976-12-20,22,112.0,94
747,346.93,9,13,1974-09-15,42,92.0,86
748,449.47,11,5,1975-04-26,37,95.0,96
749,7143.06,18,14,1975-10-21,26,110.0,79
750,866.81,12,11,1978-12-29,4,73.0,68
751,1807.78,21,11,1980-05-07,13,102.0,80
752,1008.23,9,8,1975-10-28,42,79.0,73
753,711.25,13,10,1983-06-06,13,103.0,84
754,241.09,10,8,1983-05-16,12,120.0,84
755,603.04,13,15,1983-07-09,29,102.0,99
756,509.48,13,14,1980-09-11,36,94.0,83
757,254.38,13,11,1982-03-01,1,87.0,79
758,309.36,4,11,1983-07-31,13,103.0,85
759,330.11,8,7,1980-07-04,39,95.0,98
760,886.76,17,13,1975-03-17,29,101.0,94
761,386.09,13,9,1979-09-14,48,85.0,76
762,1509.12,21,12,1979-01-28,29,95.0,86
763,453.66,19,10,1983-10-21,28,92.0,85
764,114.89,15,10,1983-08-02,28,90.0,84
765,502.94,15,8,1976-11-12,19,90.0,77
766,209.93,13,9,1982-11-19,48,116.0,81
767,515.3,12,8,1979-07-03,20,100.0,80
768,166.51,6,14,1977-11-11,26,90.0,79
769,1321.9,15,6,1979-11-27,49,115.0,82
770,801.09,17,10,1980-10-26,15,107.0,83
771,684.19,12,8,1976-08-20,17,101.0,101
772,658.07,15,9,1979-05-20,9,107.0,78
773,302.52,10,8,1983-09-27,36,93.0,77
774,347.54,14,11,1982-11-14,36,98.0,79
775,724.7,10,9,1974-07-18,48,105.0,72
776,554.14,13,6,1977-08-10,53,122.0,86
777,682.59,17,12,1980-02-04,39,95.0,83
778,297.76,11,9,1974-03-15,28,106.0,87
779,701.93,13,12,1980-04-10,9,84.0,80
780,1284.24,17,12,1980-06-01,39,74.0,75
781,990.63,16,10,1978-09-24,22,99.0,68
782,253.19,12,9,1978-04-13,50,115.0,70
783,859.32,17,13,1983-10-03,53,95.0,83
784,3979.57,23,11,1981-09-21,39,87.0,75
785,753.91,9,7,1980-09-14,6,101.0,95
786,816.92,18,8,1981-02-11,36,76.0,84
787,643.55,13,15,1977-05-01,42,120.0,64
788,278.11,15,7,1982-06-12,13,100.0,76
789,1491.7,15,10,1974-12-27,10,109.0,66
790,154.28,7,16,1982-07-21,36,92.0,84
791,1165.65,16,8,1982-02-16,51,113.0,75
792,220.76,14,6,1981-08-25,13,98.0,76
793,737.31,17,7,1979-02-08,6,94.0,88
794,878.08,13,13,1978-07-05,51,107.0,66
795,381.1,13,10,1977-09-28,27,88.0,79
796,1884.27,20,11,1983-09-10,51,102.0,79
797,566.66,17,11,1982-02-15,42,134.0,74
798,343.65,14,5,1975-11-08,25,94.0,87
799,2138.96,16,8,1983-05-31,48,114.0,85
800,335.13,11,7,1983-01-18,34,94.0,70
801,877.5,16,6,1981-11-30,9,119.0,73
802,201.0,7,5,1981-04-15,54,114.0,76
803,368.68,15,16,1977-02-07,26,101.0,82
804,329.43,12,10,1975-02-06,24,99.0,74
805,694.48,10,11,1977-12-21,13,83.0,89
806,941.61,15,9,1982-04-15,20,108.0,89
807,914.9,16,15,1981-09-14,42,89.0,88
808,210.07,12,9,1983-05-01,37,103.0,83
809,296.39,8,8,1983-11-13,39,81.0,81
810,351.48,7,11,1978-09-04,29,88.0,72
811,1400.64,17,4,1977-11-06,36,93.0,81
812,2314.2,20,12,1983-12-30,51,109.0,72
813,723.39,11,4,1982-10-02,42,99.0,82
814,630.29,17,8,1982-07-16,26,118.0,77
815,145.76,11,5,1975-04-28,56,90.0,71
816,1044.61,17,8,1979-10-22,13,83.0,62
817,205.56,13,10,1979-06-16,23,94.0,83
818,182.05,11,10,1982-08-24,18,97.0,72
819,224.31,6,5,1981-09-24,42,73.0,86
820,80.18,6,9,1976-10-26,21,108.0,64
821,467.56,7,11,1980-04-06,1,92.0,86
822,3453.41,15,13,1974-01-11,55,110.0,87
823,1371.21,16,13,1974-06-23,36,95.0,87
824,227.09,11,11,1975-02-15,18,87.0,86
825,904.72,11,14,1983-03-08,54,62.0,69
826,296.51,7,9,1976-09-02,27,93.0,90
827,429.71,11,9,1983-10-22,48,105.0,80
828,1687.64,15,12,1975-04-01,55,121.0,81
829,373.28,14,12,1978-08-19,21,124.0,62
830,390.23,10,11,1974-11-25,36,91.0,67
831,247.43,11,7,1977-08-14,42,104.0,76
832,581.79,15,12,1976-12-19,22,101.0,94
833,217.56,7,12,1978-08-26,48,110.0,99
834,599.59,8,6,1980-03-03,28,113.0,75
835,368.9,11,10,1983-12-20,48,105.0,85
836,415.73,8,10,1975-01-21,6,83.0,82
837,4178.84,20,13,1975-04-02,6,127.0,77
838,438.49,12,12,1983-04-16,42,106.0,91
839,817.64,20,11,1980-08-24,25,93.0,71
840,481.28,11,8,1976-01-06,36,94.0,79
841,234.91,17,9,1983-06-10,17,108.0,82
842,443.56,11,13,1974-09-01,36,102.0,86
843,200.89,10,9,1980-07-24,26,93.0,70
844,163.36,8,8,1980-05-20,24,87.0,83
845,648.58,8,12,1976-02-02,29,87.0,81
846,74.96,12,7,1981-09-23,45,111.0,86
847,265.53,19,7,1980-05-11,4,108.0,82
848,1019.26,17,10,1983-01-27,40,124.0,72
849,366.29,13,8,1976-12-02,39,88.0,82
850,452.82,14,13,1983-11-02,48,117.0,85
851,1052.78,12,7,1974-08-26,51,97.0,75
852,564.91,16,8,1980-07-27,48,83.0,92
853,248.75,11,11,1977-10-08,42,97.0,76
854,455.03,11,11,1980-07-26,40,107.0,80
855,1973.73,14,16,1980-03-16,6,99.0,98
856,27.47,7,11,1975-02-25,24,107.0,69
857,600.81,14,8,1980-11-08,17,111.0,80
858,215.91,10,8,1978-12-02,1,106.0,82
859,1993.48,17,12,1974-07-02,27,118.0,67
860,785.03,20,10,1981-01-21,6,72.0,89
861,218.26,13,11,1982-07-15,36,78.0,93
862,1619.46,16,13,1983-12-21,48,119.0,86
863,332.59,16,10,1983-05-19,39,99.0,75
864,165.11,10,8,1974-07-20,20,107.0,84
865,885.22,13,9,1977-06-20,27,105.0,76
866,208.2,10,10,1981-07-03,40,93.0,84
867,193.77,14,12,1982-06-29,13,98.0,79
868,285.77,13,12,1980-01-21,13,134.0,87
869,573.56,13,11,1980-05-13,51,107.0,91
870,270.17,12,7,1981-09-19,51,118.0,73
871,147.85,8,6,1974-06-15,51,95.0,70
872,419.24,16,8,1980-11-04,34,112.0,92
873,266.45,10,5,1976-03-24,47,139.0,81
874,980.44,16,11,1980-03-25,36,100.0,59
875,138.34,9,10,1978-12-23,24,104.0,77
876,252.63,12,12,1979-06-29,31,109.0,84
877,1182.57,14,12,1983-11-20,48,75.0,64
878,990.36,18,7,1979-05-01,35,97.0,92
879,336.69,9,11,1982-10-20,55,74.0,84
880,367.33,13,10,1974-02-17,41,95.0,86
881,484.36,13,10,1980-03-07,47,102.0,79
882,711.78,15,11,1979-09-09,51,125.0,64
883,67.8,11,7,1982-10-12,18,96.0,80
884,289.01,12,8,1976-01-08,8,103.0,90
885,779.81,18,10,1979-08-08,29,103.0,86
886,392.09,15,15,1977-09-20,36,98.0,80
887,610.92,13,10,1977-04-30,53,125.0,76
888,122.86,6,10,1974-09-07,4,58.0,68
889,11212.0,18,10,1975-07-15,26,106.0,85
890,473.26,13,8,1978-03-21,6,119.0,74
891,1220.3,8,7,1974-09-13,48,138.0,71
892,276.58,7,6,1979-12-21,39,145.0,78
893,406.26,16,11,1974-03-20,39,89.0,91
894,83.94,8,5,1976-07-04,37,98.0,82
895,331.52,12,9,1978-06-19,8,93.0,61
896,350.71,11,4,1976-01-11,36,89.0,86
897,2408.6,15,8,1978-03-23,6,137.0,72
898,2239.19,22,11,1979-07-28,6,106.0,78
899,791.78,14,13,1977-12-31,20,109.0,86
900,1374.3,16,9,1979-01-05,55,90.0,60
901,352.35,13,11,1983-09-27,6,91.0,83
902,1830.09,13,9,1974-06-11,27,109.0,73
903,1725.09,20,9,1975-12-04,42,91.0,94
904,520.04,12,6,1977-10-17,39,95.0,74
905,1142.83,19,15,1978-07-13,29,93.0,91
906,451.5,10,15,1979-05-02,6,104.0,86
907,757.26,18,18,1980-12-10,17,104.0,69
908,211.51,12,8,1979-06-28,48,92.0,76
909,217.53,12,7,1977-09-08,32,66.0,81
910,205.95,11,10,1975-04-24,21,108.0,82
911,974.22,12,13,1982-07-04,37,121.0,96
912,287.34,10,13,1978-10-02,9,109.0,102
913,1932.13,19,10,1981-07-29,6,106.0,62
914,949.59,16,9,1980-01-26,34,106.0,95
915,1654.59,17,15,1975-12-17,39,133.0,74
916,391.43,9,8,1980-04-24,40,98.0,92
917,173.67,9,18,1980-09-26,34,96.0,63
918,330.06,9,13,1981-11-17,17,102.0,79
919,1280.3,11,11,1976-07-12,22,106.0,84
920,591.83,17,10,1981-01-28,28,127.0,81
921,189.58,9,10,1983-05-14,27,102.0,86
922,133.21,8,11,1981-07-16,18,101.0,80
923,241.53,11,12,1982-06-18,40,114.0,87
924,323.35,14,11,1982-06-19,42,125.0,78
925,993.51,20,12,1983-04-21,13,87.0,90
926,574.04,14,9,1983-05-28,27,94.0,89
927,1447.48,16,14,1974-11-18,48,102.0,100
928,892.45,12,10,1979-06-16,42,88.0,78
929,453.07,16,14,1977-04-12,53,118.0,80
930,519.8,14,9,1974-09-07,6,58.0,94
931,636.62,18,10,1981-03-09,12,108.0,84
932,330.38,12,11,1974-10-04,41,120.0,85
933,432.91,10,14,1980-07-07,4,79.0,76
934,146.57,9,9,1974-10-19,55,97.0,70
935,340.15,11,13,1983-07-20,36,107.0,88
936,299.33,6,9,1974-11-21,51,102.0,68
937,211.45,10,9,1977-06-08,27,98.0,80
938,965.16,13,10,1979-12-15,6,107.0,87
939,458.54,14,11,1983-10-10,17,95.0,82
940,2918.75,19,11,1981-07-05,39,108.0,82
941,476.78,9,5,1976-02-16,19,93.0,88
942,674.52,15,13,1979-11-02,24,116.0,67
943,208.05,8,11,1974-10-14,40,103.0,66
944,369.64,9,9,1982-09-18,47,93.0,82
945,439.31,7,11,1982-03-14,17,95.0,76
946,2338.61,22,9,1979-11-16,34,96.0,93
947,689.44,15,10,1976-05-27,25,70.0,74
948,241.18,12,6,1980-05-22,36,68.0,80
949,1138.88,18,9,1980-07-28,18,97.0,63
950,1245.75,16,7,1983-07-16,1,137.0,77
951,314.37,12,11,1982-06-16,21,88.0,92
952,1121.06,12,9,1976-07-01,6,78.0,77
953,557.38,13,7,1981-03-06,26,77.0,87
954,926.03,23,16,1980-07-21,39,94.0,98
955,356.03,11,10,1982-06-12,51,103.0,71
956,1949.42,14,5,1975-08-01,21,96.0,82
957,1451.42,15,9,1981-01-25,17,105.0,93
958,243.81,8,9,1976-11-02,39,99.0,80
959,403.1,8,10,1975-03-28,18,110.0,75
960,207.8,9,9,1983-06-27,22,99.0,71
961,677.04,12,9,1976-05-09,42,107.0,82
962,278.93,12,8,1982-06-12,27,92.0,94
963,357.51,11,11,1977-08-19,6,101.0,84
964,728.85,13,10,1978-05-16,34,103.0,74
965,3110.83,17,14,1974-05-23,53,87.0,85
966,126.27,7,8,1983-11-05,42,89.0,83
967,1120.61,16,6,1983-09-12,39,121.0,69
968,138.61,9,11,1982-07-25,42,86.0,83
969,362.02,11,10,1980-09-19,36,87.0,88
970,374.01,9,6,1981-09-09,47,105.0,63
971,199.88,12,7,1976-12-23,6,98.0,80
972,791.16,10,15,1974-08-04,17,104.0,71
973,530.69,14,12,1975-01-20,42,118.0,78
974,337.08,10,6,1974-09-02,48,106.0,72
975,556.39,11,10,1974-01-17,24,98.0,85
976,628.16,9,11,1977-05-03,18,98.0,79
977,549.41,16,16,1975-09-12,45,88.0,73
978,670.88,17,12,1980-04-10,9,111.0,67
979,421.91,15,11,1976-08-31,25,104.0,83
980,309.61,10,14,1976-11-09,48,103.0,81
981,142.48,12,15,1982-04-20,24,107.0,88
982,209.82,12,11,1975-08-17,40,115.0,72
983,210.45,10,6,1980-04-26,6,114.0,69
984,558.17,14,9,1979-01-28,48,102.0,69
985,1208.41,14,10,1974-11-13,18,99.0,78
986,144.66,11,4,1982-11-16,29,80.0,67
987,413.77,16,7,1982-01-15,6,108.0,79
988,250.48,15,7,1976-07-05,6,107.0,69
989,1607.47,18,9,1981-12-14,51,105.0,80
990,391.3,13,12,1975-11-30,6,89.0,68
991,369.53,9,9,1975-05-09,24,110.0,63
992,1080.83,14,10,1976-08-12,34,105.0,69
993,856.05,19,10,1983-07-11,49,63.0,73
994,340.28,10,7,1982-07-16,53,102.0,77
995,188.69,12,12,1982-06-10,39,107.0,82
996,238.73,17,15,1975-08-08,4,73.0,91
997,759.87,14,7,1977-11-30,49,110.0,86
998,760.03,16,14,1975-06-07,12,96.0,76
999,1093.27,15,16,1979-05-13,26,90.0,73
1000,207.3,14,7,1977-01-13,53,100.0,79
1001,174.86,7,10,1978-08-01,45,111.0,71
1002,535.78,12,9,1976-04-12,48,106.0,71
1003,486.01,19,11,1977-03-09,48,105.0,89
1004,338.37,10,13,1976-12-18,39,106.0,79
1005,3029.01,19,8,1977-11-06,1,97.0,81
1006,130.96,8,18,1982-08-22,5,107.0,66
1007,435.09,8,10,1982-01-25,36,87.0,88
1008,512.17,14,9,1980-06-23,10,112.0,92
1009,114.75,11,6,1983-09-19,37,93.0,99
1010,186.54,9,14,1983-08-04,5,115.0,78
1011,251.14,11,8,1978-10-22,12,91.0,96
1012,535.91,13,9,1978-10-20,12,113.0,80
1013,1642.3,18,10,1975-01-05,34,101.0,75
1014,300.62,13,12,1981-07-27,30,118.0,68
1015,2253.7,21,7,1979-02-17,9,96.0,74
1016,439.03,16,12,1977-12-28,39,72.0,74
1017,81.48,15,6,1975-11-16,13,91.0,70
1018,1156.04,13,14,1974-06-29,17,123.0,90
1019,534.39,15,17,1977-12-12,36,106.0,85
1020,429.38,9,5,1974-08-07,39,113.0,73
1021,444.45,11,12,1976-08-26,42,126.0,80
1022,1338.1,22,13,1981-11-17,8,99.0,91
1023,1313.83,17,10,1982-08-18,18,105.0,80
1024,1305.5,16,9,1976-03-30,20,114.0,79
1025,182.35,11,13,1982-07-22,41,80.0,82
1026,259.86,12,12,1979-07-08,42,127.0,74
1027,250.95,11,11,1982-09-22,53,88.0,76
1028,213.63,15,9,1980-06-29,34,52.0,89
1029,1162.03,18,9,1981-06-03,9,113.0,79
1030,1070.05,13,11,1983-04-10,13,92.0,95
1031,580.35,11,9,1976-04-15,45,108.0,85
1032,627.88,17,16,1974-06-22,32,101.0,71
1033,247.19,10,12,1975-03-14,46,118.0,104
1034,449.34,12,11,1981-11-23,34,104.0,82
1035,3226.04,19,6,1980-12-29,51,116.0,78
1036,403.14,16,17,1983-12-26,36,104.0,73
1037,549.29,15,15,1975-04-19,40,101.0,75
1038,541.07,11,8,1976-11-03,39,101.0,85
1039,509.43,12,14,1976-10-25,26,98.0,84
1040,552.41,14,8,1980-02-29,48,101.0,82
1041,680.14,19,12,1980-03-20,6,98.0,78
1042,386.33,18,12,1983-07-03,53,91.0,77
1043,61.98,7,3,1976-02-22,26,107.0,82
1044,227.27,9,8,1975-02-21,39,104.0,80
1045,204.38,14,9,1979-08-30,45,76.0,93
1046,197.09,11,9,1980-07-16,55,102.0,90
1047,3327.38,15,13,1979-11-24,29,99.0,90
1048,2395.69,15,11,1978-04-06,6,105.0,75
1049,743.19,12,14,1977-07-30,17,105.0,75
1050,115.47,4,11,1976-09-15,6,92.0,79
1051,245.27,14,8,1975-09-21,12,99.0,84
1052,509.77,7,12,1977-08-05,56,86.0,78
1053,344.29,11,10,1974-02-21,37,93.0,82
1054,400.14,17,6,1980-09-16,27,92.0,77
1055,897.85,15,9,1980-11-28,21,114.0,103
1056,591.68,16,12,1979-02-23,17,130.0,86
1057,438.53,12,6,1982-08-24,17,100.0,99
1058,470.59,20,9,1981-12-24,23,126.0,81
1059,166.52,13,11,1982-10-03,22,79.0,80
1060,2282.33,17,9,1975-12-26,13,84.0,80
1061,754.68,13,10,1978-08-05,39,90.0,80
1062,1159.97,18,11,1976-09-22,34,108.0,84
1063,991.32,15,10,1978-10-01,41,113.0,89
1064,105.53,7,12,1974-11-24,36,130.0,65
1065,1317.1,19,13,1981-05-04,36,122.0,82
1066,375.34,14,9,1976-12-17,39,96.0,60
1067,244.97,8,9,1983-09-23,29,125.0,77
1068,1803.36,16,7,1976-02-26,37,99.0,84
1069,395.4,18,13,1983-10-21,5,110.0,92
1070,846.41,9,8,1979-01-24,36,100.0,71
1071,558.93,10,16,1981-05-01,51,108.0,83
1072,787.84,18,9,1983-04-10,42,111.0,84
1073,440.85,15,4,1981-07-04,34,108.0,93
1074,144.69,11,9,1982-03-31,17,90.0,88
1075,195.75,13,13,1974-08-18,55,100.0,68
1076,171.16,10,8,1981-05-06,45,119.0,91
1077,961.91,18,10,1979-01-02,4,104.0,71
1078,594.07,15,7,1978-05-22,55,126.0,84
1079,468.2,11,11,1980-01-27,49,112.0,92
1080,651.89,18,8,1983-02-22,48,118.0,81
1081,193.05,9,11,1976-05-08,17,72.0,76
1082,443.83,14,12,1983-10-16,36,106.0,89
1083,333.61,20,9,1982-07-21,33,112.0,58
1084,112.29,9,8,1983-04-15,51,134.0,78
1085,277.79,14,10,1982-06-27,6,109.0,78
1086,493.58,9,11,1978-12-01,42,100.0,74
1087,215.86,10,5,1975-06-26,25,100.0,84
1088,669.57,14,10,1981-02-28,21,107.0,79
1089,2040.53,19,15,1981-07-28,36,117.0,82
1090,121.79,10,7,1977-07-23,39,85.0,80
1091,1013.36,14,7,1975-02-12,55,91.0,82
1092,562.74,13,11,1979-02-16,26,100.0,89
1093,125.07,11,10,1974-12-15,5,109.0,75
1094,263.58,7,7,1983-11-16,41,81.0,78
1095,617.49,6,7,1983-05-16,48,118.0,84
1096,92.41,9,2,1975-07-30,33,95.0,84
1097,257.56,12,19,1976-12-12,49,118.0,79
1098,151.14,10,15,1975-01-02,53,86.0,75
1099,188.34,11,11,1975-03-22,35,85.0,81
1100,703.37,15,14,1980-10-26,6,93.0,83
1101,548.3,10,9,1982-09-23,18,98.0,85
1102,2506.85,16,4,1982-04-18,42,107.0,74
